2018 The Predator 3829266
2018 The Front Runner 7074886
2018 First Man 1213641
2018 Bad Times at the El Royale 6628394
2018 Johnny English Strikes Again 6921996
2018 A Private War 2368254
2018 The Old Man & the Gun 2837574
2018 Ben is Back 7545524
2018 Suspiria 1034415
2018 Goosebumps 2: Haunted Halloween 5664636
2018 Night School 6781982
2018 The Oath 7174764
2018 Widows 4218572
2018 The Happytime Murders 1308728
2018 Green Book 6966692
2019 What Men Want 7634968
2018 The Happytime Murders 1308728
2018 Slaughterhouse Rulez 6905696
2018 The Nutcracker and the Four Realms 5523010
2018 Lizzie 5160938
2018 Smallfoot 6182908
2018 If Beale Street Could Talk 7125860
2018 King of Thieves 5789976
2018 Venom 1270797
2018 Mile 22 4560436
2018 Hunter Killer 1846589
2018 Operation 7816768
2018 Slender Man 5690360
2018 Final Score 5254610
2018 What They Had 6662736
2018 Mid90s 5613484
2019 Alita: Battle Angel 0437086
2018 Aquaman 1477834
2019 Shazam! 0448115
2019 Godzilla: King of the Monsters 3741700
2018 Fantastic Beasts: The Crimes of Grindelwald 4123430
2019 Glass 6823368
2018 Second Act 2126357
2018 I Still See You 2160105
2018 Welcome to Marwen 3289724
2018 Overlord 4530422
2018 Robin Hood 4532826
2018 Boy Erased 7008872
2018 Assassination Nation 6205872
2018 Assassination Nation 6205872
2018 Bohemian Rhapsody 1727824
2018 Patient Zero 3458254
2018 The Darkest Minds 4073790
2018 On the Basis of Sex 4669788
2018 Unfriended: Dark Web 4761916
2018 A Simple Favor 7040874
2018 The Grinch 2709692
2018 Mary Queen of Scots 2328900
2018 Colette 5437928
2018 Goosebumps 2: Haunted Halloween 5664636
2018 Christopher Robin 4575576
2018 Life Itself 5989218
2018 The Favourite 5083738
2019 Wonder Park 6428676
2018 Skyscraper 5758778
2018 Mile 22 4560436
2018 Juliet, Naked 5607096
2018 Mile 22 4560436
2018 The House with a Clock in its Walls 2119543
2018 Assassination Nation 6205872
2018 Beautiful Boy 1226837
2018 Zoe 6010628
2018 King of Thieves 5789976
2018 The Predator 3829266
2018 The Equalizer 2 3766354
2018 The Hate U Give 5580266
2018 Welcome to Marwen 3289724
2018 Creed II 6343314
2018 Searching 7668870
2018 Nobody's Fool 8097306
2018 Little Women 6495094
2018 Leave No Trace 3892172
2018 Alpha 4244998
2018 The Children Act 6040662
2018 Unfriended: Dark Web 4761916
2018 The Grinch 2709692
2019 Dumbo 3861390
2018 The Nun 5814060
2018 The Little Stranger 6859762
2018 First Man 1213641
2018 Halloween 1502407
2018 Siberia 6494418
2018 Bad Times at the El Royale 6628394
2019 How to Train Your Dragon: The Hidden World 2386490
2018 The Girl in the Spider's Web 5177088
2018 Serenity 9471952
2018 The Girl in the Spider's Web 5177088
2018 A Star Is Born 1517451
2018 Spider-Man: Into the Spider-Verse 4633694
2018 The Old Man and the Gun 1078747
2018 Mortal Engines 1571234
2018 Operation 7816768
